4.736047,3.754971,2.111826,1.777910,2.069108,-0.643102,0.573313,0.192488,2.852510,1.127814,0.055088,-0.012936,
5.273141,4.517705,1.247819,1.000848,2.481671,-0.808435,0.272836,0.042870,2.799760,0.793562,0.331670,-0.069262,
5.887185,4.996879,-0.021999,-0.778996,1.702003,-0.303131,1.143053,-0.073609,2.367742,0.590939,0.670093,-0.005753,
5.940423,4.902711,-0.345334,-1.293811,1.686383,0.088807,1.247655,-0.129291,2.346853,0.599036,0.785245,0.006526,
5.605314,4.429235,0.325658,-1.127937,2.054568,0.610003,0.994854,0.468304,2.187581,0.932933,0.765844,0.057549,
5.776957,4.301960,0.259856,-1.221466,2.128098,0.795353,1.000121,0.806515,1.945754,0.966727,0.720528,0.071310,
5.618346,4.022158,-0.175562,-0.847087,1.477319,1.238948,1.512503,0.367606,2.029225,0.754236,0.743712,0.085985,
6.409876,4.730742,-1.131403,-2.116793,1.956443,1.242644,1.198811,-0.005553,2.577296,0.643019,1.155524,0.025375,
6.098277,3.821764,-0.813287,-1.132340,1.492939,1.369085,1.222244,0.072306,2.260552,0.732970,0.843913,0.062697,
6.643715,4.065003,-1.262233,-1.394566,1.355843,1.318744,1.487049,-0.182833,2.410718,0.787237,0.929635,0.055040,
6.133508,3.422786,-0.548093,-0.644277,0.910349,1.200696,1.466361,0.649166,1.681772,0.875776,0.619272,0.093232,
6.378471,3.165828,-0.457022,-0.319210,1.263454,0.390126,1.217130,0.960164,1.724631,1.052737,0.515325,0.079695,
6.173258,3.357048,-0.068061,0.275044,1.129588,-0.138720,1.314145,0.848694,1.826006,0.891199,0.418746,0.055050,
6.460735,3.523306,0.275222,0.712047,1.416308,-0.790166,1.711315,0.427680,1.601478,0.998772,0.452845,0.089227,
6.188816,3.769277,0.849811,0.334485,1.722139,-0.771823,1.244749,-0.056417,1.664269,1.149986,0.439225,0.094103,
6.563819,3.468267,-0.506679,-0.554454,2.073789,-0.930492,1.619550,-0.118025,1.732570,0.919409,0.357761,0.112223,
6.448051,3.743083,-0.628302,-0.766846,1.813268,-0.847462,1.425092,-0.593877,1.596765,0.744842,0.395680,0.078642,
6.713714,3.790700,-0.108266,-0.482797,1.986841,-1.399336,0.615733,-1.250209,1.805165,0.896236,0.325178,0.019725,
6.334302,3.311732,0.038326,-0.187482,1.353289,-1.662041,0.559133,-1.075979,1.538985,0.696921,0.231831,0.013289,
6.572459,3.024245,-1.411038,1.032655,0.954869,-2.551040,1.754894,-0.847992,0.674629,-0.180090,0.391622,0.112115,
6.463268,2.982899,-1.268403,0.937711,0.374949,-2.458589,1.976238,-1.085349,0.096662,-0.363072,0.447564,0.103553,
7.115328,2.599407,-0.849871,0.919806,-0.104669,-3.141599,2.308085,-0.955242,-0.275849,-0.526574,0.541428,0.166960,
6.923652,2.065541,-0.508239,1.262546,0.141543,-3.004395,1.382736,-0.907124,-0.139990,-0.289491,0.362533,0.091811,
6.984459,1.724000,-0.240111,1.565960,0.161538,-3.148993,0.952514,-1.022867,0.063696,-0.293516,0.194991,0.038971,
7.090268,1.370918,-0.923280,1.845285,0.517654,-2.692691,0.496188,-0.941053,0.392461,-0.455756,0.110012,0.053135,
7.910178,0.768517,-1.788033,1.987469,1.047318,-3.219536,1.083840,-1.095911,0.384479,-0.691432,0.117596,0.087601,
7.164945,1.754948,-0.905778,0.951864,0.402752,-1.801352,0.178273,-0.467258,-0.151519,-0.418618,0.131509,0.146763,
8.024950,1.365820,-1.297524,1.066626,0.848873,-1.648721,-0.061932,-0.320607,-0.272813,-0.499561,0.079384,0.176819,
8.543572,1.064788,-1.906984,1.319125,1.726218,-2.018967,-0.072995,-0.579993,-0.171450,-0.661900,-0.022803,0.202774,
9.097294,0.944250,-2.105807,1.152034,2.112186,-2.612438,0.444346,-0.581946,-0.107133,-0.644761,-0.021298,0.246420,
7.534601,1.537903,-1.350138,0.928595,0.765702,-1.496064,-0.834624,-0.222557,-0.516691,-0.533570,0.028650,0.192568,
7.108986,1.714129,-1.023883,0.833046,0.878283,-1.412800,-1.266937,-0.261910,-0.534987,-0.484444,-0.053344,0.155139,
8.552541,0.970566,-1.430279,0.886220,1.454635,-2.598209,-0.528372,-0.748847,-0.517424,-0.666617,-0.087967,0.202084,
9.057916,0.886973,-1.745148,0.817243,1.795535,-3.283294,-0.417170,-0.950503,-0.588070,-0.758285,-0.168805,0.225679,
8.528252,1.470959,-1.385746,0.962285,1.435801,-2.427068,-1.158194,-0.991166,-0.599246,-0.700285,-0.126544,0.172731,
7.147152,2.121417,-0.750775,0.679261,0.878933,-1.805138,-1.726072,-0.842522,-0.701371,-0.507859,-0.134942,0.094361,
7.650688,2.100461,-1.234100,0.845478,1.168068,-2.160642,-1.450610,-0.836623,-0.773807,-0.575533,-0.068376,0.171512,
8.186182,1.821840,-1.407156,0.841390,1.506835,-2.697530,-1.066458,-1.091458,-0.618828,-0.683504,-0.091816,0.207170,
7.938403,1.843040,-1.429533,0.895170,1.528879,-2.762174,-1.111110,-1.015525,-0.499117,-0.710145,-0.172392,0.185226,
8.298838,1.669836,-1.559161,1.334658,1.770090,-2.781367,-1.069166,-1.028688,-0.254493,-0.668529,-0.126743,0.194708,
7.319593,1.823826,-0.995794,1.264541,1.372633,-1.857059,-1.654923,-0.461352,-0.520945,-0.498971,-0.100299,0.167731,
7.886996,1.792549,-0.882415,1.208977,1.298874,-1.933936,-1.180086,-0.627148,-0.330450,-0.469553,-0.075363,0.151514,
8.060846,1.749879,-0.519567,1.074732,1.389935,-2.121767,-0.790878,-0.782973,-0.373117,-0.438326,-0.072534,0.149375,
7.481978,2.685190,-0.366190,0.756723,1.320646,-1.879025,-0.581703,-1.182430,-0.550399,-0.377372,-0.007882,0.132241,
6.845885,2.544255,-0.256636,1.205024,1.344950,-1.570375,-1.214949,-0.737284,-0.576153,-0.422832,-0.068565,0.121368,
7.459216,2.186532,-0.190346,1.593444,1.277067,-1.633912,-1.272418,-0.683732,-0.509716,-0.496577,-0.072362,0.131389,
7.892017,2.506876,0.580880,1.008016,0.929217,-1.495435,-0.842070,-1.241664,-0.417138,-0.204393,-0.014117,0.072245,
7.755730,3.139252,0.076194,0.783793,1.108530,-1.579666,-0.727753,-1.396047,-0.358761,-0.202448,0.038233,0.090444,
6.597917,3.455392,0.525409,0.589275,0.613551,-1.191829,-0.908983,-1.067874,-0.440770,-0.301412,0.037768,0.088375,
6.927339,3.291920,0.390640,0.853398,0.859093,-1.359450,-0.799122,-1.037765,-0.334555,-0.248031,0.048380,0.100689,
7.277738,3.123634,0.445204,1.055700,1.021967,-1.358657,-0.638186,-1.173834,-0.288747,-0.249956,0.051106,0.102981,
7.747439,2.943947,1.426676,1.289113,0.096715,-1.934326,0.754915,-1.489139,-0.426217,-0.183576,0.095333,0.082582,
7.045414,3.372605,1.768404,1.958795,0.116832,-1.632260,0.045905,-0.785348,-0.776530,-0.333033,0.159175,0.105334,
6.051943,3.361495,2.283707,2.455675,0.258312,-1.333857,-0.220365,-0.075857,-0.743738,-0.390796,0.103418,0.095324,
6.581692,3.098049,1.966332,2.657356,0.638705,-0.486178,0.871265,0.055939,-0.720547,-0.451780,0.194862,0.129745,
6.749739,2.922636,2.181757,2.302090,0.110616,0.577192,1.982451,0.049516,-0.768477,-0.328871,0.227545,0.110555,
6.614407,3.220430,1.970120,1.999930,0.712032,0.988850,1.253263,-0.299520,-0.372630,-0.046429,0.262163,0.134628,
7.120125,2.829110,1.587771,2.438212,1.274547,0.606478,1.045193,-0.138338,-0.441705,-0.379978,0.149462,0.147062,
7.393128,2.342205,1.250573,2.610117,1.405708,0.613427,1.248658,-0.284615,-0.454487,-0.270677,0.271276,0.183785,
5.896218,3.024728,1.695894,2.126718,1.666125,1.174066,0.845633,-0.239065,-0.470038,0.038520,0.380798,0.169141,
6.376572,2.900412,1.558784,2.232948,1.943172,1.178306,0.747391,-0.299662,-0.395420,0.172903,0.343988,0.128337,
6.894351,2.847074,1.310166,2.105502,2.135221,1.201104,0.439842,-0.256521,-0.158488,0.179316,0.402350,0.188351,
